lock_key	name	version	is_direct_name	owner_count	owners	owner_groups	action
ansi-regex@6.2.2	ansi-regex	6.2.2	false	3	c8,marked-terminal,tryscript	package-dev,runtime	split-runtime-and-tooling
ansi-styles@4.3.0	ansi-styles	4.3.0	false	6	c8,eslint,eslint-config-prettier,marked-terminal,tryscript,typescript-eslint	package-dev,runtime,workspace-dev	split-runtime-and-tooling
ansi-styles@6.2.3	ansi-styles	6.2.3	false	2	c8,tryscript	package-dev	removed-with-js-toolchain
ansis@4.2.0	ansis	4.2.0	false	1	tsdown	package-dev	removed-with-js-toolchain
any-promise@1.3.0	any-promise	1.3.0	false	1	marked-terminal	runtime	replace-through-runtime-owner
argparse@1.0.10	argparse	1.0.10	false	1	gray-matter	runtime	replace-through-runtime-owner
argparse@2.0.1	argparse	2.0.1	false	3	eslint,eslint-config-prettier,typescript-eslint	workspace-dev	removed-with-js-toolchain
assertion-error@2.0.1	assertion-error	2.0.1	false	2	@vitest/coverage-v8,vitest	package-dev	removed-with-js-toolchain
ast-kit@3.0.0-beta.1	ast-kit	3.0.0-beta.1	false	1	tsdown	package-dev	removed-with-js-toolchain
ast-v8-to-istanbul@0.3.11	ast-v8-to-istanbul	0.3.11	false	1	@vitest/coverage-v8	package-dev	removed-with-js-toolchain
atomically@2.1.0	atomically	2.1.0	true	2	atomically,tryscript	package-dev,runtime	covered-in-direct-plan
balanced-match@1.0.2	balanced-match	1.0.2	false	5	c8,eslint,eslint-config-prettier,tryscript,typescript-eslint	package-dev,workspace-dev	removed-with-js-toolchain
balanced-match@4.0.4	balanced-match	4.0.4	false	1	typescript-eslint	workspace-dev	removed-with-js-toolchain
birpc@4.0.0	birpc	4.0.0	false	1	tsdown	package-dev	removed-with-js-toolchain
brace-expansion@1.1.13	brace-expansion	1.1.13	false	3	eslint,eslint-config-prettier,typescript-eslint	workspace-dev	removed-with-js-toolchain
brace-expansion@2.0.2	brace-expansion	2.0.2	false	2	c8,tryscript	package-dev	removed-with-js-toolchain
brace-expansion@5.0.5	brace-expansion	5.0.5	false	1	typescript-eslint	workspace-dev	removed-with-js-toolchain
braces@3.0.3	braces	3.0.3	false	1	tryscript	package-dev	removed-with-js-toolchain
c8@10.1.3(monocart-coverage-reports@2.12.9)	c8	10.1.3(monocart-coverage-reports@2.12.9)	true	2	c8,tryscript	package-dev	covered-in-direct-plan
cac@6.7.14	cac	6.7.14	false	1	tsdown	package-dev	removed-with-js-toolchain
callsites@3.1.0	callsites	3.1.0	false	3	eslint,eslint-config-prettier,typescript-eslint	workspace-dev	removed-with-js-toolchain
chai@6.2.2	chai	6.2.2	false	2	@vitest/coverage-v8,vitest	package-dev	removed-with-js-toolchain
chalk@4.1.2	chalk	4.1.2	false	4	eslint,eslint-config-prettier,marked-terminal,typescript-eslint	runtime,workspace-dev	split-runtime-and-tooling
chalk@5.6.2	chalk	5.6.2	false	2	@types/marked-terminal,marked-terminal	package-dev,runtime	split-runtime-and-tooling
char-regex@1.0.2	char-regex	1.0.2	false	1	marked-terminal	runtime	replace-through-runtime-owner
cli-highlight@2.1.11	cli-highlight	2.1.11	false	1	marked-terminal	runtime	replace-through-runtime-owner
cli-table3@0.6.5	cli-table3	0.6.5	false	1	marked-terminal	runtime	replace-through-runtime-owner
cliui@7.0.4	cliui	7.0.4	false	1	marked-terminal	runtime	replace-through-runtime-owner
cliui@8.0.1	cliui	8.0.1	false	2	c8,tryscript	package-dev	removed-with-js-toolchain
color-convert@2.0.1	color-convert	2.0.1	false	6	c8,eslint,eslint-config-prettier,marked-terminal,tryscript,typescript-eslint	package-dev,runtime,workspace-dev	split-runtime-and-tooling
color-name@1.1.4	color-name	1.1.4	false	6	c8,eslint,eslint-config-prettier,marked-terminal,tryscript,typescript-eslint	package-dev,runtime,workspace-dev	split-runtime-and-tooling
commander@14.0.2	commander	14.0.2	true	4	c8,commander,monocart-coverage-reports,tryscript	package-dev,runtime	covered-in-direct-plan
concat-map@0.0.1	concat-map	0.0.1	false	3	eslint,eslint-config-prettier,typescript-eslint	workspace-dev	removed-with-js-toolchain
console-grid@2.2.3	console-grid	2.2.3	false	3	c8,monocart-coverage-reports,tryscript	package-dev	removed-with-js-toolchain
convert-source-map@2.0.0	convert-source-map	2.0.0	false	2	c8,tryscript	package-dev	removed-with-js-toolchain
cross-spawn@7.0.6	cross-spawn	7.0.6	false	6	c8,eslint,eslint-config-prettier,monocart-coverage-reports,tryscript,typescript-eslint	package-dev,workspace-dev	removed-with-js-toolchain
debug@4.4.3	debug	4.4.3	false	3	eslint,eslint-config-prettier,typescript-eslint	workspace-dev	removed-with-js-toolchain
deep-is@0.1.4	deep-is	0.1.4	false	3	eslint,eslint-config-prettier,typescript-eslint	workspace-dev	removed-with-js-toolchain
defu@6.1.4	defu	6.1.4	false	1	tsdown	package-dev	removed-with-js-toolchain
diff@8.0.3	diff	8.0.3	false	1	tryscript	package-dev	removed-with-js-toolchain
dts-resolver@2.1.3	dts-resolver	2.1.3	false	1	tsdown	package-dev	removed-with-js-toolchain
eastasianwidth@0.2.0	eastasianwidth	0.2.0	false	2	c8,tryscript	package-dev	removed-with-js-toolchain
eight-colors@1.3.1	eight-colors	1.3.1	false	3	c8,monocart-coverage-reports,tryscript	package-dev	removed-with-js-toolchain
emoji-regex@8.0.0	emoji-regex	8.0.0	false	3	c8,marked-terminal,tryscript	package-dev,runtime	split-runtime-and-tooling
emoji-regex@9.2.2	emoji-regex	9.2.2	false	2	c8,tryscript	package-dev	removed-with-js-toolchain
emojilib@2.4.0	emojilib	2.4.0	false	1	marked-terminal	runtime	replace-through-runtime-owner
empathic@2.0.0	empathic	2.0.0	false	1	tsdown	package-dev	removed-with-js-toolchain
environment@1.1.0	environment	1.1.0	false	1	marked-terminal	runtime	replace-through-runtime-owner
es-module-lexer@1.7.0	es-module-lexer	1.7.0	false	2	@vitest/coverage-v8,vitest	package-dev	removed-with-js-toolchain
esbuild@0.27.2	esbuild	0.27.2	false	3	@vitest/coverage-v8,tsx,vitest	package-dev,workspace-dev	removed-with-js-toolchain
escalade@3.2.0	escalade	3.2.0	false	3	c8,marked-terminal,tryscript	package-dev,runtime	split-runtime-and-tooling
escape-string-regexp@4.0.0	escape-string-regexp	4.0.0	false	3	eslint,eslint-config-prettier,typescript-eslint	workspace-dev	removed-with-js-toolchain
eslint-config-prettier@10.1.8(eslint@9.39.4(jiti@2.6.1))	eslint-config-prettier	10.1.8(eslint@9.39.4(jiti@2.6.1))	true	1	eslint-config-prettier	workspace-dev	covered-in-direct-plan
eslint-scope@8.4.0	eslint-scope	8.4.0	false	3	eslint,eslint-config-prettier,typescript-eslint	workspace-dev	removed-with-js-toolchain
eslint-visitor-keys@3.4.3	eslint-visitor-keys	3.4.3	false	3	eslint,eslint-config-prettier,typescript-eslint	workspace-dev	removed-with-js-toolchain
eslint-visitor-keys@4.2.1	eslint-visitor-keys	4.2.1	false	3	eslint,eslint-config-prettier,typescript-eslint	workspace-dev	removed-with-js-toolchain
eslint-visitor-keys@5.0.1	eslint-visitor-keys	5.0.1	false	1	typescript-eslint	workspace-dev	removed-with-js-toolchain
eslint@9.39.4(jiti@2.6.1)	eslint	9.39.4(jiti@2.6.1)	true	3	eslint,eslint-config-prettier,typescript-eslint	workspace-dev	covered-in-direct-plan
espree@10.4.0	espree	10.4.0	false	3	eslint,eslint-config-prettier,typescript-eslint	workspace-dev	removed-with-js-toolchain
esprima@4.0.1	esprima	4.0.1	false	1	gray-matter	runtime	replace-through-runtime-owner
esquery@1.7.0	esquery	1.7.0	false	3	eslint,eslint-config-prettier,typescript-eslint	workspace-dev	removed-with-js-toolchain
esrecurse@4.3.0	esrecurse	4.3.0	false	3	eslint,eslint-config-prettier,typescript-eslint	workspace-dev	removed-with-js-toolchain
estraverse@5.3.0	estraverse	5.3.0	false	3	eslint,eslint-config-prettier,typescript-eslint	workspace-dev	removed-with-js-toolchain
estree-walker@3.0.3	estree-walker	3.0.3	false	3	@vitest/coverage-v8,tsdown,vitest	package-dev	removed-with-js-toolchain
esutils@2.0.3	esutils	2.0.3	false	3	eslint,eslint-config-prettier,typescript-eslint	workspace-dev	removed-with-js-toolchain
expect-type@1.3.0	expect-type	1.3.0	false	2	@vitest/coverage-v8,vitest	package-dev	removed-with-js-toolchain
extend-shallow@2.0.1	extend-shallow	2.0.1	false	1	gray-matter	runtime	replace-through-runtime-owner
fast-deep-equal@3.1.3	fast-deep-equal	3.1.3	false	3	eslint,eslint-config-prettier,typescript-eslint	workspace-dev	removed-with-js-toolchain
fast-glob@3.3.3	fast-glob	3.3.3	false	1	tryscript	package-dev	removed-with-js-toolchain
fast-json-stable-stringify@2.1.0	fast-json-stable-stringify	2.1.0	false	3	eslint,eslint-config-prettier,typescript-eslint	workspace-dev	removed-with-js-toolchain
fast-levenshtein@2.0.6	fast-levenshtein	2.0.6	false	3	eslint,eslint-config-prettier,typescript-eslint	workspace-dev	removed-with-js-toolchain
fastq@1.20.1	fastq	1.20.1	false	1	tryscript	package-dev	removed-with-js-toolchain
