lock_key	name	version	is_direct_name	owner_count	owners	owner_groups	action
sqlite-vec-darwin-arm64@0.1.9	sqlite-vec-darwin-arm64	0.1.9	true	2	sqlite-vec,sqlite-vec-darwin-arm64	optional,runtime	covered-in-direct-plan
sqlite-vec-darwin-x64@0.1.9	sqlite-vec-darwin-x64	0.1.9	true	2	sqlite-vec,sqlite-vec-darwin-x64	optional,runtime	covered-in-direct-plan
sqlite-vec-linux-arm64@0.1.9	sqlite-vec-linux-arm64	0.1.9	true	2	sqlite-vec,sqlite-vec-linux-arm64	optional,runtime	covered-in-direct-plan
sqlite-vec-linux-x64@0.1.9	sqlite-vec-linux-x64	0.1.9	true	2	sqlite-vec,sqlite-vec-linux-x64	optional,runtime	covered-in-direct-plan
sqlite-vec-windows-x64@0.1.9	sqlite-vec-windows-x64	0.1.9	true	2	sqlite-vec,sqlite-vec-windows-x64	optional,runtime	covered-in-direct-plan
sqlite-vec@0.1.9	sqlite-vec	0.1.9	true	1	sqlite-vec	runtime	covered-in-direct-plan
stackback@0.0.2	stackback	0.0.2	false	1	vitest	dev	removed-with-js-toolchain
statuses@2.0.2	statuses	2.0.2	false	1	@modelcontextprotocol/sdk	runtime	replace-through-runtime-owner
std-env@3.10.0	std-env	3.10.0	false	1	vitest	dev	removed-with-js-toolchain
stdin-discarder@0.3.1	stdin-discarder	0.3.1	false	1	node-llama-cpp	runtime	replace-through-runtime-owner
stdout-update@4.0.1	stdout-update	4.0.1	false	1	node-llama-cpp	runtime	replace-through-runtime-owner
steno@4.0.2	steno	4.0.2	false	1	node-llama-cpp	runtime	replace-through-runtime-owner
string-width@4.2.3	string-width	4.2.3	false	1	node-llama-cpp	runtime	replace-through-runtime-owner
string-width@7.2.0	string-width	7.2.0	false	1	node-llama-cpp	runtime	replace-through-runtime-owner
string-width@8.2.0	string-width	8.2.0	false	1	node-llama-cpp	runtime	replace-through-runtime-owner
string_decoder@1.3.0	string_decoder	1.3.0	false	1	better-sqlite3	runtime	replace-through-runtime-owner
